Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O25183	O25183_HELPY	unreviewed	Uncharacterized protein	HP_0433	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	147
O25081	O25081_HELPY	unreviewed	Uncharacterized protein	HP_0311	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	122
O24939	O24939_HELPY	unreviewed	Uncharacterized protein	HP_0120	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	398
O25521	O25521_HELPY	unreviewed	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	HP_0850	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	527
O25059	O25059_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_0284	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	523
O24910	O24910_HELPY	unreviewed	Uncharacterized protein	HP_0081	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	40
O25279	O25279_HELPY	unreviewed	SpoU_sub_bind domain-containing protein	HP_0553	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	227
O25399	O25399_HELPY	unreviewed	Acetyl coenzyme A acetyltransferase (Thiolase) (FadA)	HP_0690	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	391
O25520	O25520_HELPY	unreviewed	Uncharacterized protein	HP_0849	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	96
O25323	O25323_HELPY	unreviewed	Endonuclease III	HP_0602	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	218
O25069	O25069_HELPY	unreviewed	Dipeptide ABC transporter, periplasmic dipeptide-binding protein (DppA)	HP_0298	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	549
O25070	O25070_HELPY	unreviewed	Dipeptide ABC transporter, permease protein (DppB)	HP_0299	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	334
O25139	O25139_HELPY	unreviewed	Uncharacterized protein	HP_0375	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	143
O25288	O25288_HELPY	unreviewed	Uncharacterized protein	HP_0564	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	56
O25142	O25142_HELPY	unreviewed	Alpha-(1,3)-fucosyltransferase (EC 2.4.1.152) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase)	HP_0379	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	425
O25007	O25007_HELPY	unreviewed	Uncharacterized protein	HP_0219	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	159
O24944	O24944_HELPY	unreviewed	Uncharacterized protein	HP_0130	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	286
O25198	O25198_HELPY	unreviewed	Uncharacterized protein	HP_0450	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	44
O25266	O25266_HELPY	unreviewed	Cag pathogenicity island protein (Cag11)	HP_0531	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	218
O25596	O25596_HELPY	unreviewed	D-alanine glycine permease (DagA)	HP_0942	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	450
O25217	O25217_HELPY	unreviewed	Glutathione-regulated potassium-efflux system protein (KefB)	HP_0471	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	416
O25015	O25015_HELPY	unreviewed	Outer membrane protein (Omp6)	HP_0229	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	483
O25556	O25556_HELPY	unreviewed	Outer membrane protein (Omp19)	HP_0896	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	708
O24919	O24919_HELPY	unreviewed	Uncharacterized protein	HP_0093	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	146
O25759	O25759_HELPY	unreviewed	SpoOJ regulator (Soj)	HP_1139	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	264
O24934	O24934_HELPY	unreviewed	Aldolase_II domain-containing protein	HP_0112	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	231
O24941	O24941_HELPY	unreviewed	Outer membrane protein (Omp4)	HP_0127	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	286
O25473	O25473_HELPY	unreviewed	Uncharacterized protein	HP_0784	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	44
O25846	O25846_HELPY	unreviewed	Biotin synthesis protein (BioC)	HP_1254	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240
O25221	O25221_HELPY	unreviewed	Molybdenum ABC transporter, ATP-binding protein (ModD)	HP_0475	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	265
O25861	O25861_HELPY	unreviewed	NADH-ubiquinone oxidoreductase, NQO12 subunit (NQO12)	HP_1271	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	612
O25850	O25850_HELPY	unreviewed	NADH-quinone oxidoreductase subunit (EC 7.1.1.-)	HP_1260	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
O24897	O24897_HELPY	unreviewed	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	HP_0056	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1185
O24860	O24860_HELPY	unreviewed	Uncharacterized protein	HP_0015	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	93
O25968	O25968_HELPY	unreviewed	Uncharacterized protein	HP_1425	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	75
O25809	O25809_HELPY	unreviewed	Ulcer associated adenine specific DNA methyltransferase	HP_1208	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	329
O24966	O24966_HELPY	unreviewed	Uncharacterized protein	HP_0158	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	318
O26099	O26099_HELPY	unreviewed	Uncharacterized protein	HP_1579	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	142
O24984	O24984_HELPY	unreviewed	DUF1882 domain-containing protein	HP_0184	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25571	O25571_HELPY	unreviewed	Outer membrane protein (Omp21)	HP_0913	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	529
O25053	O25053_HELPY	unreviewed	Indole-3-glycerol-phosphate synthase (EC 4.1.1.48)	HP_0276	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185
O25118	O25118_HELPY	unreviewed	Flagellar M-ring protein	HP_0351	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	567
O25181	O25181_HELPY	unreviewed	Protein phosphatase 2C homolog (Ptc1)	HP_0431	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	228
O25414	O25414_HELPY	unreviewed	Uncharacterized protein	HP_0710	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	660
O26022	O26022_HELPY	unreviewed	Lipase-like protein	HP_1489	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	510
O25019	O25019_HELPY	unreviewed	GSP_synth domain-containing protein	HP_0233	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	390
O26071	O26071_HELPY	unreviewed	Uncharacterized protein	HP_1546	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	170
O25219	O25219_HELPY	unreviewed	Molybdenum ABC transporter, periplasmic molybdate-binding protein (ModA)	HP_0473	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	246
O25449	O25449_HELPY	unreviewed	Uncharacterized protein	HP_0754	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	79
G5EB01	G5EB01_HELPY	unreviewed	NAD(P)H-flavin oxidoreductase	HP_0642	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	217
O25226	O25226_HELPY	unreviewed	Adenine specific DNA methyltransferase (MFOKI)	HP_0481	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	211
O25649	O25649_HELPY	unreviewed	Uncharacterized protein	HP_1003	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	370
O25648	O25648_HELPY	unreviewed	Uncharacterized protein	HP_1002	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	394
O25804	O25804_HELPY	unreviewed	Aldo-keto reductase, putative	HP_1193	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	329
O26029	O26029_HELPY	unreviewed	PLD phosphodiesterase domain-containing protein	HP_1499	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	272
O25714	O25714_HELPY	unreviewed	Multidrug resistance protein (MsbA)	HP_1082	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	551
O25278	O25278_HELPY	unreviewed	Cag pathogenicity island protein (Cag25)	HP_0546	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	115
O24861	O24861_HELPY	unreviewed	Uncharacterized protein	HP_0016	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	87
O26051	RECG_HELPY	reviewed	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG HP_1523	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	623
P55998	RF1_HELPY	reviewed	Peptide chain release factor 1 (RF-1)	prfA HP_0077	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	352
P43312	SODF_HELPY	reviewed	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB HP_0389	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	213
O25841	SSB_HELPY	reviewed	Single-stranded DNA-binding protein (SSB)	ssb HP_1245	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
P56428	UVRC_HELPY	reviewed	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	uvrC HP_0821	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	594
P56459	SYDND_HELPY	reviewed	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS HP_0617	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	577
P94846	UVRB_HELPY	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB HP_1114	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	658
Q09064	UREE_HELPY	reviewed	Urease accessory protein UreE	ureE HP_0070	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	170
O05730	VDLC_HELPY	reviewed	Probable short-chain type dehydrogenase/reductase VdlC (EC 1.-.-.-)	vdlC HP_0890	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	284
P0A0Q7	VDLD_HELPY	reviewed	Protein VdlD	vdlD HP_0891	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	174
Q09065	UREF_HELPY	reviewed	Urease accessory protein UreF	ureF HP_0069	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	254
P56474	UVRA_HELPY	reviewed	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA HP_0705	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	935
O05728	VAPD_HELPY	reviewed	Endoribonuclease VapD (EC 3.1.-.-) (Virulence-associated protein D)	vapD HP_0315	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	94
O26027	MURE_HELPY	reviewed	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE HP_1494	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	447
O25909	NADC_HELPY	reviewed	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	nadC HP_1355	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	273
O25773	P5CR_HELPY	reviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC HP_1158	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	257
O25356	QUEC_HELPY	reviewed	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC HP_0639	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	226
O25608	RDXA_HELPY	reviewed	Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)	rdxA HP_0954	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	210
P56468	PUR8_HELPY	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB HP_1112	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	440
P66246	RL34_HELPY	reviewed	50S ribosomal protein L34	rpmH HP_1447	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	44
P56143	RP54_HELPY	reviewed	RNA polymerase sigma-54 factor	rpoN HP_0714	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	414
P56121	RNH2_HELPY	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB HP_1323	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	209
P56010	RS3_HELPY	reviewed	30S ribosomal protein S3	rpsC HP_1313	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	234
P56000	SYV_HELPY	reviewed	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS HP_1153	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	874
P56396	SYW_HELPY	reviewed	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS HP_1253	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	326
P56458	SYS_HELPY	reviewed	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS HP_1480	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	415
P56127	SYM_HELPY	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG HP_0417	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	650
P56124	SYP_HELPY	reviewed	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS HP_0238	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	577
P56128	SYR_HELPY	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS HP_0319	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	541
O25094	PSEH_HELPY	reviewed	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase (EC 2.3.1.202) (Pseudaminic acid biosynthesis protein H)	pseH HP_0327	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25687	RIMP_HELPY	reviewed	Ribosome maturation factor RimP	rimP HP_1046	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	146
O25475	SECA_HELPY	reviewed	Protein translocase subunit SecA (EC 7.4.2.8)	secA HP_0786	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	865
O25751	TOLB_HELPY	reviewed	Tol-Pal system protein TolB	tolB HP_1126	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	417
P56155	PYRF_HELPY	reviewed	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF HP_0005	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	227
P56036	RL10_HELPY	reviewed	50S ribosomal protein L10	rplJ HP_1200	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	164
O25703	RSMG_HELPY	reviewed	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG HP_1063	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	178
P56204	RSMI_HELPY	reviewed	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI HP_0552	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	287
O25549	RUVA_HELPY	reviewed	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA HP_0883	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	183
O25972	RSMA_HELPY	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA HP_1431	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	271
P56420	TIG_HELPY	reviewed	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig HP_0795	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	451
P55982	RIR1_HELPY	reviewed	Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase)	nrdA HP_0680	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	788
P56046	RL21_HELPY	reviewed	50S ribosomal protein L21	rplU HP_0296	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	104
P66185	RL31_HELPY	reviewed	50S ribosomal protein L31	rpmE HP_0551	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	67
O25544	RUVC_HELPY	reviewed	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC HP_0877	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	157
P56026	RS19_HELPY	reviewed	30S ribosomal protein S19	rpsS HP_1315	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	93
O25797	SOTB_HELPY	reviewed	Probable sugar efflux transporter	sotB HP_1185	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	391
O25428	TILS_HELPY	reviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS HP_0728	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	336
O25716	PYRB_HELPY	reviewed	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB HP_1084	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	307
O25748	SLYD_HELPY	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Metallochaperone SlyD)	slyD HP_1123	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185
O25655	PYRD_HELPY	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD HP_1011	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	351
O25767	RIMM_HELPY	reviewed	Ribosome maturation factor RimM	rimM HP_1149	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	184
P66621	RS8_HELPY	reviewed	30S ribosomal protein S8	rpsH HP_1305	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	131
P56106	PYRH_HELPY	reviewed	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH HP_0777	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240
P56050	RL27_HELPY	reviewed	50S ribosomal protein L27	rpmA HP_0297	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	88
P56054	RL32_HELPY	reviewed	50S ribosomal protein L32	rpmF HP_0200	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	48
O25455	RNY_HELPY	reviewed	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	rny HP_0760	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	529
P56022	RS15_HELPY	reviewed	30S ribosomal protein S15	rpsO HP_1040	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	90
P56008	RS1_HELPY	reviewed	30S ribosomal protein S1	rpsA HP_0399	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	556
O25103	HCPB_HELPY	reviewed	Beta-lactamase HcpB (EC 3.5.2.6) (Cysteine-rich protein B)	hcpB HP_0336	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	138
O25021	HCPE_HELPY	reviewed	Putative beta-lactamase HcpE (EC 3.5.2.6) (Cysteine-rich protein E)	hcpE HP_0235	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	355
O25254	HSLU_HELPY	reviewed	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU HP_0516	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	443
O25609	LGT_HELPY	reviewed	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt HP_0955	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	284
O25692	LPXC_HELPY	reviewed	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC HP_1052	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	295
P56102	MAP1_HELPY	reviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map HP_1299	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
P0A0R3	CH10_HELPY	reviewed	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	groES groS hsp10 hspA mopB HP_0011	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	118
O25343	DAPD_HELPY	reviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD HP_0626	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	401
O25095	LPXK_HELPY	reviewed	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK HP_0328	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	312
O24991	LPXD_HELPY	reviewed	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)	lpxD HP_0196	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	336
O24931	LUXS_HELPY	reviewed	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS HP_0105	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	155
O24855	CYNT_HELPY	reviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	cynT HP_0004	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	221
O25026	FLGS_HELPY	reviewed	Sensor histidine kinase FlgS (EC 2.7.13.3)	flgS HP_0244	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	381
O25396	FEOB_HELPY	reviewed	Fe(2+) transporter FeoB (Ferrous iron transport protein B)	feoB HP_0687	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	642
O25016	KDSB_HELPY	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB HP_0230	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	243
P65410	MOTA_HELPY	reviewed	Motility protein A (Chemotaxis protein MotA)	motA HP_0815	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	257
P56427	MOTB_HELPY	reviewed	Motility protein B (Chemotaxis protein MotB)	motB HP_0816	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	257
P21762	AHPC_HELPY	reviewed	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (26 kDa antigen) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC tsaA HP_1563	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	198
P55979	BCP_HELPY	reviewed	Putative peroxiredoxin bcp (EC 1.11.1.24) (Bacterioferritin comigratory protein homolog) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	bcp HP_0136	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	152
P48370	GYRA_HELPY	reviewed	DNA gyrase subunit A (EC 5.6.2.2)	gyrA HP_0701	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	827
P56140	HEM3_HELPY	reviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC HP_0237	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	306
O26004	ILVE_HELPY	reviewed	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	ilvE HP_1468	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	340
O26016	EX7S_HELPY	reviewed	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB HP_1482	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	86
O25776	FLAV_HELPY	reviewed	Flavodoxin	fldA HP_1161	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	164
P0A0S1	FLAA_HELPY	reviewed	Flagellin A	flaA HP_0601	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	510
