85962.HP1102	O25730
85962.HP0039m	A0A0B2EMI1
85962.HP1474	A0A0B2ENF0
85962.HP0107	A0A0B2EFL4
85962.HP0663	A0A0B2E7Z5
85962.HP1087	A0A0B2EFD2
85962.HP0039m	A0A0B2EIB4
85962.HP1117	A0A0B2ETL3
85962.HP1394	A0A0B2F023
85962.HP0600	A0A0B2EQD4
85962.HP0037	A0A0B2E4T5
85962.HP1232	A0A0B2EMG3
85962.HP1254	A0A0B2F0B1
85962.HP0761	A0A0B2E1V2
85962.HP0890	A0A0B2E532
85962.HP0107	A0A0B2E5M5
85962.HP0645	A0A0B2E7X8
85962.HP0402	A0A0B2EJM9
85962.HP0476	A0A0B2F0J6
85962.HP1453	A0A0B2EWG9
85962.HP1350	A0A0B2EAW7
85962.HP0431	A0A0B2ED24
85962.HP1081	A0A086RSY4
85962.HP1454	A0A086RRJ3
85962.HP1541	A0A086RRU5
85962.HP0217	A0A086RSJ2
85962.HP1065	A0A086RSZ9
85962.HP0181	A0A0B2EF32
85962.HP0737	A0A0B2EM81
85962.HP1193	A0A0B2EJD6
85962.HP1084	A0A0B2EJW6
85962.HP1497	A0A0B2ENR6
85962.HP1392	A0A0B2E4X2
85962.HP0402	A0A0B2E7R5
85962.HP0038	A0A0B2E320
85962.HP0407	A0A0B2EN91
85962.HP0028	A0A083YEV0
85962.HP0645	A0A083YG42
85962.HP0957	A0A086RP17
85962.HP0595	A0A0B2EQ95
85962.HP0552	A0A0B2EF63
85962.HP1279	A0A090AZ10
85962.HP0180	A0A083YDN6
85962.HP1503	A0A086RRN9
85962.HP1233	A0A086RQ51
85962.HP0785	A0A0B2E0C4
85962.HP0615	A0A0B2EKR4
85962.HP0659	A0A0B2ELE1
85962.HP1453	A0A0B2DW04
85962.HP0967	A0A0B2E894
85962.HP0101	A0A0B2ELF2
85962.HP0926	A0A086RNY7
85962.HP1036	A0A086RT28
85962.HP1044	A0A0B2EAP7
85962.HP0874	A0A0B2EJZ0
85962.HP1448	A0A0B2EM38
85962.HP1342	A0A0B2DXT9
85962.HP1395	A0A0B2EQA3
85962.HP1387	A0A0B2EUW0
85962.HP0033	A0A086RQH0
85962.HP1030	A0A0B2E147
85962.HP1245	A0A0B2EFG1
85962.HP1553	A0A0B2EGP8
85962.HP0580	A0A0B2EH58
85962.HP0785	A0A0B2ESP2
85962.HP0785	A0A0B2EYZ1
85962.HP1177	A0A0B2DZM9
85962.HP0198	A0A0B2ETE8
85962.HP0747	A0A083YFH0
85962.HP1413	A0A0B2E7F9
85962.HP1127	A0A0B2EBF8
85962.HP1193	A0A0B2EME1
85962.HP0032	A0A0B2ETK5
85962.HP1386	A0A0B2EZY0
85962.HP0237	A0A0B2F0Y2
85962.HP1282	A0A086RQA0
85962.HP1477	A0A086RRL5
85962.HP0941	A0A0B2E819
85962.HP1237	A0A0B2EJL8
85962.HP1469	A0A0B2EVQ3
85962.HP0356	A0A0B2ESX6
85962.HP0417	A0A0B2E9P8
85962.HP0851	A0A0B2EHF2
85962.HP0329	A0A0B2DVW6
85962.HP1045	A0A0B2DVF4
85962.HP0857	A0A0B2EXQ6
85962.HP0608	A0A0B2EEC1
85962.HP0425	A0A083YEB6
85962.HP0650	A0A086RTY9
85962.HP1127	A0A083YCZ7
85962.HP0021	A0A083YEU5
85962.HP1503	A0A0B2ECH9
85962.HP1350	A0A0B2ED80
85962.HP1113	A0A0B2EDW2
85962.HP1044	A0A0B2EF25
85962.HP0111	A0A0B2EI66
85962.HP1045	A0A0B2EUC3
85962.HP1099	A0A0B2EUH0
85962.HP1473	A0A0B2EHN8
85962.HP0598	A0A0B2EGM0
85962.HP0431	A0A0B2EI61
85962.HP0194	A0A086RSG9
85962.HP0683	A0A086RTW0
85962.HP0586	A0A086RU45
85962.HP0885	A0A086RUE1
85962.HP0598	A0A0B2DZ79
85962.HP0549	A0A0B2EUS4
85962.HP1368	A0A0B2E5F4
85962.HP1578	A0A0B2E5P1
85962.HP1143	A0A0B2E6Y8
85962.HP0051	A0A0B2E5I9
85962.HP1253	A0A0B2EN55
85962.HP1274	A0A0B2EXN0
85962.HP0152	A0A0B2EAT9
85962.HP1227	A0A0B2EFD4
85962.HP1497	A0A0B2EH46
85962.HP0042	A0A0B2EHH1
85962.HP0745	A0A0B2ETM9
85962.HP0102	A0A0B2EXT4
85962.HP0785	A0A083YFD5
85962.HP0523	A0A083YD29
85962.HP0211	A0A083YDK8
85962.HP1029	A0A083YDX7
85962.HP1567	A0A086RRW1
85962.HP0522	A0A086RUA8
85962.HP0796	A0A0B2E791
85962.HP1249	B8RGQ8
85962.HP0509	A0A0B2E6H6
85962.HP0033	A0A0B2EA36
85962.HP0645	A0A0B2ECL8
85962.HP1291	A0A0B2ETE0
85962.HP0796	A0A0B2EB07
85962.HP1497	A0A0B2EBL1
85962.HP0941	A0A0B2EC13
85962.HP1443	A0A0B2EM84
85962.HP1581	A0A0B2ENH2
85962.HP1443	A0A0B2EWF9
85962.HP0219	A0A0B2EFI4
85962.HP1223	A0A086RQ41
85962.HP0614	A0A083YG12
85962.HP1158	A0A086RPY1
85962.HP0132	A0A086RSB3
85962.HP0795	A0A086RTI3
85962.HP0049	A0A0B2E7W5
85962.HP0356	A0A0B2EBD8
85962.HP0283	A0A0B2EIN9
85962.HP0257	A0A0B2EP35
85962.HP0050	A0A0B2ES54
85962.HP0549	A0A083YG72
85962.HP1028	A0A086RT36
85962.HP1207	A0A086RQ28
85962.HP1330	A0A086RQE5
85962.HP1449	A0A0B2EPX3
85962.HP0051	G4XHT6
85962.HP1065	A0A083YE13
85962.HP0622	A0A086RU15
85962.HP0107	A0A0B2E127
85962.HP0102	A0A0B2EBG8
85962.HP0585	A0A0B2EQ10
85962.HP0935	A0A0B2EVI5
85962.HP1484	A0A0B2E737
85962.HP1253	A0A0B2EER0
85962.HP1191	A0A0B2EET5
85962.HP1534	A0A083YDA7
85962.HP0790	A0A0B2DSM8
85962.HP0645	A0A0B2E3M8
85962.HP0553	A0A0B2EF26
85962.HP0327	A0A0B2EL48
85962.HP1045	A0A0B2EQS9
85962.HP1535	A0A0B2ESA1
85962.HP1032	A0A0B2EG23
85962.HP1291	A0A0B2EVY3
85962.HP1117	A0A0B2DWI5
85962.HP0038	A0A0B2ENB8
85962.HP0417	A0A0B2EMT9
85962.HP0608	A0A0B2EF23
85962.HP1062	A0A0B2EKC8
85962.HP1350	A0A0B2ELP1
85962.HP0050	A0A0B2EQN1
85962.HP0417	A0A086RPL9
85962.HP0348	A0A086RSW4
85962.HP0768	A0A083YFF1
85962.HP1571	A0A0B2DU89
85962.HP0796	A0A0B2DTF2
85962.HP1029	A0A0B2EFA0
85962.HP0946	A0A0B2E9T3
85962.HP0237	A0A0B2EH50
85962.HP0291	A0A0B2EPK3
85962.HP1029	A0A086RT35
85962.HP0035	A0A086RQG8
85962.HP1453	A0A0B2F012
85962.HP1255	A0A0B2E853
85962.HP0747	A0A0B2DWA9
85962.HP1184	A0A0B2E7W7
85962.HP0230	A0A0B2E8Y4
85962.HP1223	A0A0B2EBR9
85962.HP0737	A0A0B2EN52
85962.HP0360	A0A0B2EQ70
85962.HP0741	A0A0B2ESK8
85962.HP0465	A0A0B2EBR3
85962.HP0215	A0A0B2ECY4
85962.HP1249	A0A0B2ELY2
85962.HP0407	A0A083YFL1
85962.HP1102	A0A086RPS8
85962.HP1037	A0A086RT27
85962.HP1279	A0A090B498
85962.HP0818	A0A0B2E1M3
85962.HP0250	A0A086RSM5
85962.HP0771	A0A086RTK5
85962.HP0874	A0A0B2EX50
85962.HP0582	A0A0B2DSB9
85962.HP1160	A0A0B2EEK2
85962.HP0223	A0A0B2EVM0
85962.HP0549	A0A0B2EAF5
85962.HP1284	A0A0B2EB67
85962.HP1279	A0A090B419
85962.HP0249	A0A0B2E9Y2
85962.HP0180	A0A0B2EBF6
85962.HP0021	A0A0B2ECS9
85962.HP0361	A0A0B2EFR1
85962.HP0898	A0A0B2EMG9
85962.HP1330	A0A0B2EN00
85962.HP1328	A0A086RQE3
85962.HP0567	A0A0B2DUF3
85962.HP0660	A0A0B2E7B2
85962.HP1169	A0A086RPZ2
85962.HP0553	A0A086RU77
85962.HP0975	A0A0B2E7I8
85962.HP1279	A0A090B537
85962.HP0356	A0A0B2DQH5
85962.HP1350	A0A0B2E7P1
85962.HP0509	A0A0B2EX82
85962.HP1473	A0A0B2EZZ6
85962.HP0785	A0A0B2EIT8
85962.HP1266	A0A0B2EL74
85962.HP0598	A0A0B2EQW2
85962.HP0361	A0A0B2E3H0
85962.HP0898	A0A0B2E858
85962.HP0425	A0A0B2EI90
85962.HP1327	A0A0B2ERM3
85962.HP1418	A0A0B2ESE4
85962.HP0595	A0A0B2DTP8
85962.HP0054	A0A0B2EA18
85962.HP0741	A0A0B2EYH0
85962.HP0642	A0A0B2EKL0
85962.HP0683	A0A0B2DZB1
85962.HP0360	A0A0B2E1E9
85962.HP1127	A0A0B2E7G9
85962.HP1330	A0A0B2E7M8
85962.HP0615	A0A0B2EBC5
85962.HP0746	A0A0B2EME4
85962.HP0894	A0A0B2ES22
85962.HP1571	A0A0B2EMP9
85962.HP0747	A0A0B2ENP0
85962.HP1061	A0A0B2ENZ7
85962.HP1448	A0A0B2EH21
85962.HP0675	A0A0B2EKV7
85962.HP0955	A0A0B2EP70
85962.HP0262	A0A0B2EKY4
85962.HP1395	A0A0B2F102
85962.HP0927	A0A0B2E9U7
85962.HP0223	A0A0B2EET7
85962.HP1180	A0A0B2ERD8
85962.HP0283	A0A083YCS4
85962.HP1049	A0A083YDZ7
85962.HP0975	A0A0B2E2K7
85962.HP0410	A0A0B2EM33
85962.HP0033	A0A0B2EQ14
85962.HP1249	A0A0B2EGB2
85962.HP0874	A0A0B2EVR9
85962.HP1347	A0A0B2E6G8
85962.HP1177	A0A0B2EWP4
85962.HP1361	A0A086RS18
85962.HP0538	A0A086RU92
85962.HP0796	A0A083YFC5
85962.HP0707	A0A0B2DX23
85962.HP1367	A0A0B2ELS2
85962.HP0287	A0A0B2EP65
85962.HP1099	A0A0B2EU39
85962.HP0566	A0A086RU66
85962.HP1222	A0A086RQ40
85962.HP1448	A0A0B2EPE3
85962.HP0933	A0A0B2EW24
85962.HP0104	A0A0B2EBC8
85962.HP0107	A0A0B2EBH2
85962.HP1453	A0A0B2EH25
85962.HP0508	A0A0B2EH20
85962.HP1266	A0A0B2EHL7
85962.HP0660	A0A0B2EM37
85962.HP1117	A0A083YCY5
85962.HP1253	A0A083YGB5
85962.HP1495	A0A086RRN3
85962.HP0067	A0A086RS52
85962.HP1231	A0A0B2EJ95
85962.HP1248	A0A0B2F1H3
85962.HP0834	A0A090C077
85962.HP0797	Q3SAG2
85962.HP0585	A0A083YFY7
85962.HP0267	A0A0B2EH66
85962.HP0751	A0A0B2E2J7
85962.HP1159	A0A0B2E3D8
85962.HP0801	A0A0B2EZ00
85962.HP0761	A0A0B2EN80
85962.HP0857	A0A0B2ENP3
85962.HP1485	A0A0B2E570
85962.HP0795	A0A0B2E7K1
85962.HP1024	A0A0B2EAN0
85962.HP0929	A0A0B2EUF8
85962.HP0790	A0A0B2ESC1
85962.HP0334	A0A0B2EHY5
85962.HP1395	A0A0B2DWF5
85962.HP0238	A0A0B2F1Y8
85962.HP0237	A0A0B2E0S4
85962.HP1583	A0A0B2EBP9
85962.HP0149	A0A083YDR6
85962.HP1266	A0A086RQ85
85962.HP1497	A0A086RRN5
85962.HP0209	A0A086RSI4
85962.HP0239	A0A086RSL4
85962.HP1254	A0A086RQ73
85962.HP0150	A0A083YDR5
85962.HP1026	A0A0B2DVU8
85962.HP1484	A0A0B2E495
85962.HP1387	A0A0B2E5U1
85962.HP1487	A0A086RRM5
85962.HP0163	A0A086RSE2
85962.HP0780	A0A086RTJ6
85962.HP0574	A0A086RU58
85962.HP1179	A0A0B2EQ21
85962.HP1484	A0A0B2F162
85962.HP1387	A0A083YEL8
85962.HP0235	A0A083YCV9
85962.HP0249	A0A083YCX3
85962.HP1249	A0A083YGB1
85962.HP0408	A0A083YFL2
85962.HP0952	A0A086RP12
85962.HP0935	A0A0B2DYD0
85962.HP1125	A0A0B2EC32
85962.HP0935	A0A0B2ECM3
85962.HP0683	A0A0B2EKY3
85962.HP1449	A0A083YEC5
85962.HP1362	A0A0B2EHM9
85962.HP1395	A0A0B2E523
85962.HP1505	A0A0B2EZX1
85962.HP0049	A0A0B2DVD5
85962.HP0814	A0A0B2ES25
85962.HP1469	A0A083YEE6
85962.HP1448	A0A0B2DW09
85962.HP1499	A0A0B2ECH7
85962.HP0645	A0A0B2EQU1
85962.HP0660	A0A0B2ES64
85962.HP1573	A0A086RRW7
85962.HP0868	A0A086RTB6
85962.HP0740	A0A086RTN3
85962.HP0890	A0A086RUE6
85962.HP0746	A0A086RTM8
85962.HP1527	A0A083YEJ9
85962.HP1386	A0A0B2E486
85962.HP0923	A0A0B2F0P4
85962.HP1048	A0A086RT16
85962.HP0946	A0A0B2EUS8
85962.HP0858	A0A086RTC6
85962.HP0304	A0A0B2EJK3
85962.HP0926	A0A0B2EBQ2
85962.HP0762	A0A0B2EFT6
85962.HP0402	A0A0B2ETI1
85962.HP0407	A0A0B2EJN2
85962.HP1395	A0A0B2DY91
85962.HP0042	A0A0B2E5J7
85962.HP0092	A0A0B2EC72
85962.HP0949	A0A0B2ECL7
85962.HP0279	A0A0B2EP44
85962.HP1045	A0A0B2EUV9
85962.HP0782	A0A0B2ES93
85962.HP1253	A0A0B2ETH8
85962.HP0818	A0A0B2DXU4
85962.HP1395	A0A0B2E4E0
85962.HP0768	A0A0B2EMP0
85962.HP1386	A0A0B2DWX5
85962.HP0615	A0A0B2EUW2
85962.HP0394	A0A0B2EIB6
85962.HP1368	A0A0B2EKK0
85962.HP1387	A0A0B2ENN9
85962.HP0230	A0A0B2EPN7
85962.HP0567	A0A0B2EWC4
85962.HP1150	A0A0B2E8P0
85962.HP0291	A0A0B2ELU0
85962.HP0180	A0A0B2ET69
85962.HP1044	A0A0B2E920
85962.HP0021	A0A0B2EA28
85962.HP0309	A0A0B2F1R6
85962.HP1089	A0A0B2EAX4
85962.HP0650	A0A0B2EFL3
85962.HP0460	A0A0B2EPH9
85962.HP1117	A0A0B2EQF9
85962.HP1117	A0A0B2EGD3
85962.HP1368	A0A0B2EKR7
85962.HP0737	A0A0B2EZN2
85962.HP0440	A0A0B2E2U4
85962.HP0394	A0A0B2E366
85962.HP0257	A0A0B2EWC5
85962.HP1030	A0A0B2E5P0
85962.HP0927	A0A0B2E7Q4
85962.HP0913	A0A0B2E9Q8
85962.HP0976	A0A0B2EMM6
85962.HP0675	A0A0B2ERR9
85962.HP1127	A0A0B2EBR7
85962.HP0580	A0A0B2ER21
85962.HP0740	A0A0B2ES63
85962.HP0595	A0A0B2EVF3
85962.HP0980	O30720
85962.HP1291	A0A0B2E168
85962.HP1395	A0A0B2EGM3
85962.HP0740	A0A0B2EIP1
85962.HP0934	A0A0B2F0Q2
85962.HP1408	A0A083YDB5
85962.HP0417	A0A083YFL7
85962.HP0168	A0A083YDQ0
85962.HP1499	A0A083YEH6
85962.HP0360	A0A086RPS1
85962.HP0038	A0A086RQG5
85962.HP0111	A0A086RS87
85962.HP1507	A0A086RRP3
85962.HP1279	A2B6F8
85962.HP1279	A2B703
85962.HP1279	A2B7A9
85962.HP1279	A2B780
85962.HP1279	A2B7Y0
85962.HP1279	A2B6Y8
85962.HP0142	C6GDE7
85962.HP0142	Q8VN77
85962.HP0142	A2B2K1
85962.HP0142	A2B3I9
85962.HP1279	A2B6N3
85962.HP1279	A2B8A6
85962.HP0142	C6GDG2
85962.HP1279	A2B7C0
85962.HP0547	Q9Z5L3
85962.HP1279	A2B6X3
85962.HP1279	A2B7Z0
85962.HP0142	C6GDG8
85962.HP0954	V5SKJ3
85962.HP1095	Q68IH1
85962.HP1279	A2B7S1
85962.HP1279	A2B820
85962.HP0834	A2BCF8
85962.HP1279	C6GDV2
85962.HP1535	Q68I72
85962.HP0887	B2CW67
85962.HP1279	G3F0Z6
85962.HP1279	G3F102
85962.HP1178	Q9L375
85962.HP0896	G9DDB3
85962.HP0549	B5M1C0
85962.HP0549	B5M1H3
85962.HP0887	Q9LB81
85962.HP1064	A0A0B2EFE6
85962.HP0886	Q8GJR3
85962.HP0185	A0A0B2E5Z2
85962.HP0458	A0A0B2EVM9
85962.HP0747	E6Y2A1
85962.HP1192	A0A0B2E933
85962.HP1051	A0A0B2EQS4
85962.HP0784	A0A0B2E7J2
85962.HP0670	A0A0B2EVV8
85962.HP1279	D5K524
85962.HP1279	D5K572
85962.HP0549	Q8GK05
85962.HP1279	D5K534
85962.HP1134	A0A090B1E8
85962.HP1279	D5K590
85962.HP0547	D5FXH7
85962.HP0886	B5M1P5
85962.HP0638	A0A0A7CLC8
85962.HP0522	E0WIC4
85962.HP0549	E0WJ51
85962.HP0549	D0V677
85962.HP0539	E0WJA0
85962.HP0522	E0WIK2
85962.HP1535	Q68I76
85962.HP1395	A0A060PQ77
85962.HP0522	E0WJK1
85962.HP0520	E0WJT7
85962.HP0522	E0WI66
85962.HP1279	A2B787
85962.HP0522	E0WJW9
85962.HP0994	A0A060CQE2
85962.HP0887	Q8RRN0
85962.HP0886	Q938Q2
85962.HP0457	A0A060CZ58
85962.HP1117	A5JGJ1
85962.HP0887	E2F3J4
85962.HP0549	D0V667
85962.HP1117	A5JGI4
85962.HP0549	E0WJ23
85962.HP0522	E0WJ26
85962.HP0954	Q4TTQ9
85962.HP1579	A0A0B2E4X5
85962.HP0887	C7F802
85962.HP0887	Q9L811
85962.HP1279	A2B790
85962.HP0549	B5M149
85962.HP0549	B5M1B3
85962.HP0549	Q6VRQ4
85962.HP0538	Q75WW8
85962.HP0522	Q6VRQ1
85962.HP0522	Q6VRT2
85962.HP0547	D2KHL5
85962.HP0547	A0A068L4P5
85962.HP0896	Q17ST8
85962.HP0522	Q75XE8
85962.HP0538	Q75XP1
85962.HP0519	Q8GD84
85962.HP0896	Q17SU6
85962.HP0522	Q75XN0
85962.HP0051	Q8VTB9
85962.HP0886	D0V5U4
85962.HP0638	Q6T5J3
85962.HP0547	W5S267
85962.HP0638	Q93LV2
85962.HP0954	M4YF81
85962.HP0638	Q6T5I4
85962.HP0446	A0A060CTX1
85962.HP0522	Q6VRJ2
85962.HP1002	S5YT15
85962.HP1051	A0A0B2ECT2
85962.HP0130	A0A0B2EKP0
85962.HP1279	G3F0X0
85962.HP1279	G3F0X1
85962.HP0538	Q75XL4
85962.HP1469	A8BA89
85962.HP0887	Q9RE84
85962.HP0901	A0A0B2EMI8
85962.HP0887	O32662
85962.HP0887	Q8RRL9
85962.HP0520	Q75XC2
85962.HP0638	Q6T5I9
85962.HP0185	A0A0B2EBF9
85962.HP1279	G3XK35
85962.HP0535	A4GMU6
85962.HP1095	Q68II0
85962.HP0185	A0A0B2ECN5
85962.HP1579	A0A0B2EQG0
85962.HP0702	A0A0B2E8P2
85962.HP1349	A0A0B2ETT9
85962.HP1451	A0A0B2ER48
85962.HP1279	G3XJW1
85962.HP0522	A0FDR5
85962.HP1051	A0A0B2ENY9
85962.HP1081	A0A0B2EGC8
85962.HP0340	A0A0B2EQK5
85962.HP1440	A0A0B2E0B2
85962.HP0887	Q8KSP6
85962.HP0547	K7ZLF9
85962.HP0539	A0A059VJA6
85962.HP0150	A0A0B2E1H0
85962.HP0241	A0A0B2E6B7
85962.HP1051	A0A0B2EB12
85962.HP1524	A0A0B2E5S0
85962.HP0425	A0A0B2E9Q7
85962.HP1065	A0A0B2EF62
85962.HP0637	A0A0B2EPL1
85962.HP0887	L7TCP6
85962.HP0547	F8WLJ8
85962.HP0549	Q8GK41
85962.HP1342	A0A0B2ED20
85962.HP0549	Q8GK11
85962.HP0547	K7ZMM0
85962.HP0896	L7T0H4
85962.HP0547	K7ZJT3
85962.HP1279	A2B6H7
85962.HP1279	A2B8C0
85962.HP0887	E2F3Q4
85962.HP0834	B5AXZ4
85962.HP0638	Q93LS8
85962.HP0039m	Q9ZEK9
85962.HP0702	A0A0B2ELC8
85962.HP0093	Q9X3N7
85962.HP1279	Q0Q6X5
85962.HP1279	A2B828
85962.HP0834	A2BCF9
85962.HP1535	Q68I74
85962.HP1095	Q68IF8
85962.HP1279	G3F0Y7
85962.HP0641	A0A0B2ECL2
85962.HP1117	A5JGI2
85962.HP0555	A0A0B2EUS3
85962.HP0638	Q93LS9
85962.HP0954	Q9FBD7
85962.HP0547	K7ZRP2
85962.HP0539	I1W1W4
85962.HP0142	E6ZBU6
85962.HP0235	A5JG94
85962.HP0887	Q8G9R6
85962.HP0150	A0A0B2E6D7
85962.HP1566	A0A0B2E9X2
85962.HP1279	A2B6R9
85962.HP0151	A0A0B2E0Z3
85962.HP0834	D5K626
85962.HP0549	B5M1D3
85962.HP1279	G3XJX7
85962.HP0638	Q93LS7
85962.HP0887	R4UNJ6
85962.HP0549	B5M1B2
85962.HP1279	G3F0Y3
85962.HP0535	E0WI48
85962.HP0538	E0WJ12
85962.HP1279	Q9Z5P1
85962.HP0549	B5M1F2
85962.HP0886	Q8GJU0
85962.HP0235	A5JG95
85962.HP0887	Q9LB96
85962.HP1146	A0A0B2EXL8
85962.HP0887	Q8RRM5
85962.HP0547	Q9RM30
85962.HP0886	Q8GJT8
85962.HP0549	Q8GK16
85962.HP0887	Q9LBA0
85962.HP1342	A0A0B2DV57
85962.HP1566	A0A0B2DU94
85962.HP0549	Q8GK29
85962.HP0522	Q75XK3
85962.HP0519	Q8GD86
85962.HP1177	Q3KRX5
85962.HP0886	Q8GJS9
85962.HP0547	A4GX46
85962.HP0539	A0A059VFH1
85962.HP0596	H9U6P8
85962.HP0151	A0A0B2EVH8
85962.HP1279	A2B834
85962.HP0519	Q8GD64
85962.HP0367	A0A0B2EVD9
85962.HP0638	Q93LT4
85962.HP1487	A0A0B2EC18
85962.HP0547	E4W749
85962.HP1177	A0A076LF04
85962.HP0519	Q8GD85
85962.HP1279	A2B715
85962.HP1279	D5K5C2
85962.HP0954	Q4TTQ6
85962.HP0887	Q93CM8
85962.HP0549	D0V690
85962.HP0522	E0WJZ8
85962.HP0954	Q5UC44
85962.HP0522	Q75WY4
85962.HP0547	R4L336
85962.HP0887	Q3LAD8
85962.HP1279	A2B7Z7
85962.HP1279	A2B806
85962.HP1279	C6GDU3
85962.HP0549	B5M180
85962.HP0549	B5M188
85962.HP0547	K7ZPY2
85962.HP0638	Q93LV3
85962.HP1095	Q68IE7
85962.HP0887	D5K866
85962.HP0887	D5K870
85962.HP0555	A0A0B2EUM0
85962.HP0887	Q6T325
85962.HP0549	Q6VRM6
85962.HP0896	Q8GNV7
85962.HP0093	Q9X436
85962.HP1279	A2B6F5
85962.HP1279	A2B6P9
85962.HP0549	B5M1C6
85962.HP0549	G9HTE3
85962.HP0549	B5M197
85962.HP0547	D5FXH8
85962.HP1279	D5K571
85962.HP1279	D5K592
85962.HP0522	E0WHU2
85962.HP0896	Q8GNW0
85962.HP0477	A0A0B2DZ76
85962.HP0445	A0A0B2E2T9
85962.HP0443	A0A060D0J0
85962.HP0067	Q9S0Q0
85962.HP0522	Q75XQ7
85962.HP1279	A2B731
85962.HP0549	B5M166
85962.HP0523	Q6VRM2
85962.HP0887	R4V4L9
85962.HP1004	A0A060CU05
85962.HP1279	Q0Q6X7
85962.HP0887	Q8RRM9
85962.HP0549	Q8GK06
85962.HP0912	A0PAS0
85962.HP0549	Q6VRG6
85962.HP0549	B5M1C1
85962.HP1279	A2B7T0
85962.HP0954	N0ACI1
85962.HP0954	V5SIF6
85962.HP0549	B5M1G7
85962.HP0549	G9HTD3
85962.HP0886	G9HSZ8
85962.HP0638	Q93LU5
85962.HP0142	A2B2S4
85962.HP1279	A2B7U6
85962.HP0549	Q8GK42
85962.HP1279	E6ZC39
85962.HP1080	B9U2Q5
85962.HP0519	A5JFZ7
85962.HP0520	E0WJZ7
85962.HP0547	W5S6V0
85962.HP0549	B5M1B7
85962.HP0886	B5M1L6
85962.HP0547	K7ZMK9
85962.HP0358	A0A0B2EJ77
85962.HP1239	A0A0B2ED21
85962.HP0383	A0A0B2EM30
85962.HP0535	E0WJC5
85962.HP0527	Q6VRI6
85962.HP1399	A3R4F6
85962.HP1037	P94821
85962.HP1279	A2B760
85962.HP1279	A2B7E7
85962.HP0549	B5M1J7
85962.HP0834	D5K5W5
85962.HP1279	A2B7F1
85962.HP1279	A2B710
85962.HP1279	A2B7F5
85962.HP0444	A0A060CV03
85962.HP0241	A0A0B2EGS2
85962.HP1349	A0A0B2EI21
85962.HP1228	Q83YF3
85962.HP0527	Q6VRI7
85962.HP1534	Q68IH4
85962.HP0446	A0A060CUG7
85962.HP0512	Q9F4Q2
85962.HP0142	A2B240
85962.HP0887	D5K862
85962.HP0641	A0A060PQ72
85962.HP0522	E0WJ84
85962.HP1534	A0A060CUW5
85962.HP0887	E2F3G8
85962.HP0235	A5JG85
85962.HP0954	Q5UC40
85962.HP1534	Q68IE9
85962.HP1279	A2B6X4
85962.HP1117	A5JGJ7
85962.HP1535	Q68I63
85962.HP0549	B5M151
85962.HP0549	B5M185
85962.HP0638	Q93LV4
85962.HP1279	G3F0Y2
85962.HP1279	G3F0Z1
85962.HP1279	A2B6Z7
85962.HP1279	C6GDX7
85962.HP0549	Q8GK55
85962.HP0308	A0A0B2E6Q7
85962.HP1279	D5K556
85962.HP0954	A4URQ2
85962.HP1279	C6GDV8
85962.HP1279	A2B782
85962.HP1117	A5JGI8
85962.HP0638	Q93LT7
85962.HP0539	E0WJF8
85962.HP0539	W5U8M6
85962.HP0539	E0WI82
85962.HP0638	G8EG55
85962.HP0093	Q9X441
85962.HP0555	A0A0B2EV18
85962.HP0549	D0V679
85962.HP1157	A0A0B2EPJ4
85962.HP1440	A0A0B2ENL5
85962.HP0149	A0A0B2EA06
85962.HP1023	A0A0B2EFW7
85962.HP0886	Q8GJT9
85962.HP0522	Q75XC1
85962.HP0886	Q8GJR7
85962.HP0538	Q75X77
85962.HP1051	A0A0B2EBA5
85962.HP1279	A2B838
85962.HP1279	A2B852
85962.HP0051	E5LAN1
85962.HP0745	Q9ZIJ9
85962.HP0522	Q75X66
85962.HP0460	A4GN40
85962.HP1534	Q68IG5
85962.HP0527	Q6VRS5
85962.HP0547	A0A068L426
85962.HP0549	D0V674
85962.HP0887	Q8RRM6
85962.HP1177	Q8GDI9
85962.HP0887	Q6T318
85962.HP0886	E7CGY2
85962.HP0579	A0A0B2EHW5
85962.HP0614	A0A0B2EI38
85962.HP1535	Q68I51
85962.HP0078	A0A0B2EB24
85962.HP0642	Q8VTQ0
85962.HP0549	Q8GK35
85962.HP0834	A2BC89
85962.HP0834	G3F1D9
85962.HP1004	A0A060CZN6
85962.HP0547	X5IHF2
85962.HP0547	Q2UVY0
85962.HP1534	Q68IH7
85962.HP0549	Q7X5D9
85962.HP0887	Q9LB92
85962.HP0954	Q9FBE3
85962.HP0954	Q9FBF2
85962.HP1279	A2B7P3
85962.HP0887	Q8G9S9
85962.HP1279	E6ZC17
85962.HP1177	A0A076LCP4
85962.HP0859	O30632
85962.HP0947	A0A0B2DYQ7
85962.HP0443	A0A0B2E3K6
85962.HP1173	A0A0B2EQ18
85962.HP0539	I1W1W3
85962.HP0519	A5JFX6
85962.HP0520	A5JGK6
85962.HP0522	E0WI95
85962.HP1405	A0A060CZE6
85962.HP1405	A0A060CZH2
85962.HP0340	A0A0B2EAV3
85962.HP0174	A0A0B2EEQ0
85962.HP0549	E0WIW3
85962.HP1177	A0A076LBD5
85962.HP1279	G3XJY8
85962.HP0519	Q8GD93
85962.HP0337	A0A0B2EGJ1
85962.HP0638	Q93LX1
85962.HP0538	Q75X50
85962.HP0887	Q0ZB36
85962.HP0142	A2B2N2
